DEPTH,DENSITY,DENPOR,GAMMA,NEUTRON,INDEX
m,g/m3,%,API,API,Rock types
4017,2.44,26.36,177.45,983.4,Tuff
4017.5,2.42,27.25,177.1,985.59,Tuff
4018,2.41,27.93,174.77,980.39,Tuff
4018.5,2.41,27.6,170.87,964.96,Tuff
4019,2.43,26.77,168.58,940.2,Tuff
4019.5,2.44,26.36,169.64,919.04,Tuff
4020,2.43,26.52,173.52,921.88,Tuff
4020.5,2.43,26.47,177.05,956.82,Tuff
4021,2.45,25.73,178.59,1006.91,Tuff
4021.5,2.46,24.89,178.18,1046.57,Tuff
4022,2.47,24.77,178.47,1067.22,Tuff
4022.5,2.45,25.52,179.44,1078.66,Tuff
4023,2.44,26.43,181.08,1092.22,Tuff
4023.5,2.43,26.83,181.73,1105.12,Tuff
4024,2.42,27,181.3,1108.3,Tuff
4024.5,2.42,27.41,179.81,1097.33,Tuff
4025,2.4,28.35,178,1078.35,Tuff
4025.5,2.38,28.98,177.11,1061.99,Tuff
4026,2.39,28.63,177.36,1054.66,Tuff
4026.5,2.41,27.45,178.53,1057.33,Tuff
4027,2.44,26.3,179.72,1062.11,Tuff
4027.5,2.45,25.91,181.27,1061.55,Tuff
4028,2.44,26.11,182.47,1049.48,Tuff
4028.5,2.44,26.41,182.71,1024.99,Tuff
4029,2.43,26.48,181.37,993.14,Tuff
4029.5,2.44,26.27,179.75,962.8,Tuff
4030,2.45,25.92,179.58,949.58,Tuff
4030.5,2.46,25.39,180.68,961.31,Tuff
4031,2.47,24.71,181.94,993.65,Tuff
4031.5,2.48,23.97,183.63,1031.67,Tuff
4032,2.49,23.37,186.12,1064.88,Tuff
4032.5,2.5,23.19,189.96,1093.65,Tuff
4033,2.49,23.47,192.39,1121.34,Tuff
4034.5,2.46,25.11,184.72,1195.83,Tuff
4035,2.47,24.55,179.34,1210.09,Tuff
4035.5,2.49,23.52,173.89,1219.44,Tuff
4036,2.5,23.26,168.59,1223.96,Tuff
4036.5,2.47,24.8,165.45,1224.76,Tuff
4037,2.41,27.69,166.79,1226.75,Tuff
4037.5,2.36,30.21,173.33,1235.44,Tuff
4038,2.34,30.98,181.84,1248,Tuff
4038.5,2.37,29.98,187.23,1254.34,Tuff
4039,2.4,28.33,188.02,1245.57,Tuff
4039.5,2.41,27.7,186.59,1225.33,Tuff
4040,2.38,29.13,187.29,1202.96,Tuff
4040.5,2.34,31.53,190.93,1179.21,Tuff
4041,2.31,33.14,195.19,1142.97,Tuff
4041.5,2.31,32.95,197.79,1085.98,Tuff
4042,2.34,31.35,198.1,1028.53,Tuff
4042.5,2.38,29.34,196.96,1006.1,Tuff
4043,2.41,27.66,194.75,1033.19,Tuff
4043.5,2.44,26.47,191.33,1079.03,Tuff
4044,2.45,25.51,188.05,1093.59,Tuff
4044.5,2.46,24.93,186,1060.01,Tuff
4045,2.47,24.74,186.34,1007.67,Tuff
4045.5,2.47,24.76,188.14,982.28,Tuff
4046,2.47,24.68,190.39,1005.13,Tuff
4046.5,2.47,24.45,192.54,1058.46,Tuff
4047,2.48,24.2,194.2,1110.53,Tuff
4047.5,2.48,24.05,195.55,1137.57,Tuff
4048,2.47,24.57,196.06,1139.38,Tuff
4048.5,2.45,25.91,195.18,1131.94,Tuff
4049,2.41,27.58,193.37,1127.66,Tuff
4049.5,2.4,28.45,191.66,1131.74,Tuff
4050,2.4,28.3,190.99,1137.95,Tuff
4050.5,2.41,27.65,191.09,1145.64,Tuff
4051,2.42,27.09,191.08,1154.3,Tuff
4051.5,2.43,26.72,190.66,1164.34,Tuff
4052,2.44,26.06,188.71,1170.66,Tuff
4052.5,2.46,25.14,185.72,1169.08,Tuff
4053,2.47,24.25,182.62,1158.15,Tuff
4053.5,2.49,23.81,181.28,1140.08,Tuff
4054,2.49,23.64,181.93,1121.84,Tuff
4054.5,2.49,23.6,183.43,1111.52,Tuff
4055,2.49,23.67,184.73,1115.73,Tuff
4055.5,2.48,23.96,185.37,1130.25,Tuff
4056,2.47,24.59,185.14,1143.3,Tuff
4056.5,2.45,25.66,184.63,1143.13,Tuff
4057,2.43,26.84,184.8,1133.59,Tuff
4057.5,2.42,27.27,186.82,1129.05,Tuff
4058,2.43,26.6,188.18,1142.23,Tuff
4058.5,2.45,25.42,186.4,1163.46,Tuff
4059,2.47,24.7,182.06,1172.05,Tuff
4059.5,2.47,24.48,179,1156.76,Tuff
4060,2.47,24.54,178.66,1127.51,Tuff
4060.5,2.46,24.95,179.8,1105.24,Tuff
4061,2.45,25.85,181.14,1094.72,Tuff
4061.5,2.43,26.56,183.42,1092.95,Tuff
4062,2.44,26.3,185.9,1094.4,Tuff
4062.5,2.46,25.41,188.76,1098.95,Tuff
4063,2.47,24.61,191.11,1100.5,Tuff
4063.5,2.48,24.07,193.19,1090.37,Tuff
4064,2.49,23.31,192.72,1067.85,Tuff
4064.5,2.52,22.26,189.8,1037.02,Tuff
4065,2.53,21.64,185.41,1001.96,Tuff
4065.5,2.53,21.59,182.44,974.55,Tuff
4066,2.52,22.08,180.98,975.59,Tuff
4066.5,2.51,22.71,181.23,1017.14,Tuff
4067,2.49,23.43,181.42,1080.9,Tuff
4067.5,2.48,24.02,181.54,1130.52,Tuff
4068,2.47,24.54,181.19,1145.27,Tuff
4068.5,2.46,25.03,181.08,1131.2,Tuff
4069,2.45,25.39,181.65,1107.61,Tuff
4069.5,2.45,25.49,182.68,1090.37,Tuff
4070,2.45,25.56,184.68,1086.14,Tuff
4070.5,2.44,25.91,187.16,1094.1,Tuff
4071,2.43,26.61,188.95,1105.66,Tuff
4071.5,2.42,26.93,188.7,1111.97,Tuff
4072,2.43,26.47,187.08,1111.34,Tuff
4072.5,2.45,25.36,185.8,1106.71,Tuff
4073,2.47,24.46,185.87,1103.53,Tuff
4073.5,2.47,24.41,185.82,1106.23,Tuff
4074,2.46,25.13,184.58,1115.45,Tuff
4074.5,2.45,25.95,182.04,1122.82,Tuff
4075,2.44,26.35,180.16,1115.38,Tuff
4075.5,2.43,26.68,180.58,1088.66,Tuff
4076,2.41,27.84,182.78,1055.41,Tuff
4076.5,2.36,30.4,185.54,1035.4,Tuff
4077,2.29,33.65,187.28,1037.07,Tuff
4077.5,2.25,36.17,188.17,1046.68,Tuff
4078,2.23,37,187.51,1040.55,Tuff
4078.5,2.25,35.93,184.84,1012.35,Tuff
4079,2.29,33.63,180.7,978.92,Tuff
4079.5,2.34,31.33,177.32,960.1,Tuff
4080,2.37,29.86,176.73,954.19,Tuff
4080.5,2.38,29.22,178.33,941.35,Tuff
4081,2.38,29.07,180.27,913.15,Tuff
4081.5,2.37,29.62,181.36,886.5,Tuff
4082,2.35,31.04,181.86,886.07,Tuff
4082.5,2.31,32.73,182.7,914.45,Tuff
4084.5,2.42,27.03,186.81,974.91,Tuff
4085,2.45,25.49,186.14,969.74,Tuff
4085.5,2.45,25.48,186.23,965.87,Tuff
4086,2.44,26.24,186.4,954.92,Tuff
4086.5,2.42,27.12,185,928.82,Tuff
4087,2.4,28.07,182.09,897.59,Tuff
4087.5,2.38,29.1,180.17,887.96,Tuff
4088,2.37,29.73,180.42,915.86,Tuff
4088.5,2.38,29.48,181.96,962.94,Tuff
4089,2.4,28.08,183.22,998.57,Tuff
4089.5,2.44,26.08,185.01,1007.79,Tuff
4090,2.47,24.53,187.71,998.7,Tuff
4090.5,2.48,23.87,190.66,986.19,Tuff
4091,2.49,23.6,190.94,975.8,Tuff
4091.5,2.5,23.03,187.49,962.15,Tuff
4092,2.52,22.07,180.65,940.74,Tuff
4092.5,2.54,21.16,173.34,927.32,Tuff
4093,2.55,20.54,168.88,948.92,Tuff
4093.5,2.56,20.43,168.8,1016.99,Tuff
4094,2.55,20.85,172.86,1111.98,Tuff
4094.5,2.53,21.7,178.91,1204.48,Tuff
4095,2.51,22.75,185.39,1279.28,Tuff
4095.5,2.49,23.58,190.88,1332.5,Tuff
4096,2.48,23.94,194.46,1365.69,Tuff
4096.5,2.49,23.61,195.06,1382.31,Tuff
4097,2.51,22.72,193.12,1387.23,Tuff
4097.5,2.53,21.58,189.98,1380.21,Tuff
4098,2.55,20.78,188.95,1355.03,Tuff
4098.5,2.55,20.82,190.67,1312.11,Tuff
4099,2.52,21.93,194.06,1264.37,Tuff
4099.5,2.49,23.77,196.4,1229.61,Tuff
4100,2.45,25.69,197.32,1216.47,Tuff
4100.5,2.42,27,197.77,1219.73,Tuff
4101,2.42,27.26,198.3,1231.68,Tuff
4101.5,2.43,26.55,198.03,1250.27,Tuff
4102,2.45,25.54,195.5,1276.37,Tuff
4102.5,2.46,24.94,191.4,1305.28,Tuff
4103,2.46,25.07,187.6,1325.83,Tuff
4104.5,2.47,24.63,187.95,1227.62,Tuff
4105,2.47,24.49,188.87,1148.27,Tuff
4105.5,2.44,25.96,189.35,1093.44,Tuff
4106,2.39,28.74,188.95,1088.55,Tuff
4106.5,2.34,31.19,187.64,1117.77,Tuff
4107,2.34,31.5,184.96,1140.67,Tuff
4107.5,2.37,29.65,182.87,1132.37,Tuff
4108,2.42,27.16,181.89,1104.12,Tuff
4108.5,2.43,26.54,182.11,1086.36,Tuff
4109,2.38,29.15,182.28,1091.26,Tuff
4109.5,2.29,33.65,182.29,1096.91,Tuff
4110,2.22,37.33,182.64,1069.42,Tuff
4110.5,2.2,38.5,182.36,1003.49,Tuff
4111,2.23,36.93,180.97,939.93,Tuff
4111.5,2.3,33.47,179.48,926.67,Tuff
4112,2.38,29.39,179.49,964.57,Tuff
4112.5,2.45,25.72,180.38,1009.42,Tuff
4113,2.5,22.78,180.06,1015.1,Tuff
4113.5,2.54,21.09,177.97,972.5,Tuff
4114,2.53,21.62,174.43,897.42,Tuff
4114.5,2.48,24.26,171.37,817.12,Tuff
4115,2.42,27.26,169.68,756.11,Tuff
4115.5,2.39,28.82,169.63,731.9,Vitrophyre
4116,2.39,28.68,169.53,757.31,Vitrophyre
4116.5,2.41,27.6,168.67,837.57,Vitrophyre
4117,2.43,26.78,167.94,959.28,Vitrophyre
4117.5,2.43,26.66,168.53,1076.09,Vitrophyre
4118,2.43,26.88,169.96,1133.31,Vitrophyre
4118.5,2.43,26.85,170.48,1110,Vitrophyre
4119,2.44,26.35,168.94,1029.42,Tuff
4119.5,2.45,25.61,165.49,941.39,Tuff
4120,2.47,24.83,161.94,891.11,Tuff
4120.5,2.48,24.07,158.8,908.25,Tuff
4121,2.5,23.24,156.75,988.01,Tuff
4121.5,2.51,22.27,156.89,1092.06,Tuff
4122,2.53,21.16,160.96,1166.45,Tuff
4124.5,2.51,22.56,192.95,1237.91,Vitrophyre
4125,2.51,22.46,192.16,1265.9,Vitrophyre
4125.5,2.52,21.78,190.46,1276.58,Vitrophyre
4126,2.53,21.53,187.47,1277.84,Vitrophyre
4126.5,2.51,22.32,182.86,1278.97,Vitrophyre
4127,2.48,23.8,178.41,1283.35,Vitrophyre
4127.5,2.46,25.11,176.48,1289.53,Vitrophyre
4128,2.44,25.98,177.11,1294.88,Vitrophyre
4128.5,2.44,26.26,178.2,1297.94,Vitrophyre
4129,2.44,26.12,178.51,1293.24,Vitrophyre
4129.5,2.45,25.59,178.46,1281.23,Vitrophyre
4130,2.46,25.16,179.29,1267.57,Vitrophyre
4130.5,2.46,24.87,180.36,1258.56,Vitrophyre
4131,2.47,24.59,180.76,1254.4,Vitrophyre
4131.5,2.48,24.04,178.81,1253.89,Vitrophyre
4132,2.49,23.59,175.73,1258.61,Vitrophyre
4132.5,2.49,23.75,173.84,1267.59,Vitrophyre
4133,2.47,24.72,175.07,1271.82,Vitrophyre
4133.5,2.44,26.07,177.82,1264.8,Vitrophyre
4134,2.42,27.21,179.09,1247.36,Vitrophyre
4134.5,2.41,27.87,178.67,1225.48,Vitrophyre
4135,2.4,28.32,178.4,1202.97,Vitrophyre
4135.5,2.39,28.87,180.33,1181.28,Vitrophyre
4136,2.37,29.9,184.31,1162.2,Vitrophyre
4136.5,2.34,31.54,188.95,1144.44,Vitrophyre
4137,2.29,33.7,191.65,1123.37,Vitrophyre
4137.5,2.25,35.97,191.43,1096.43,Vitrophyre
4138,2.21,37.94,188.89,1067.03,Vitrophyre
4138.5,2.18,39.71,185.49,1039.48,Vitrophyre
4139,2.14,41.5,181.81,1012.88,Vitrophyre
4139.5,2.11,43.24,178.43,981.18,Vitrophyre
4140,2.08,44.51,176.83,939.1,Vitrophyre
4140.5,2.07,45.04,176.58,887.85,Vitrophyre
4141,2.07,44.82,175.65,832.15,Vitrophyre
4141.5,2.08,44.21,172.85,778.39,Vitrophyre
4142,2.1,43.68,169.58,728.19,Vitrophyre
4142.5,2.1,43.84,167.6,679.92,Vitrophyre
4143,2.08,44.72,167.38,632.42,Vitrophyre
4143.5,2.06,45.89,167.28,588.57,Vitrophyre
4144,2.03,47.07,165.76,552.84,Vitrophyre
4144.5,2,48.73,161.3,527.89,Vitrophyre
4145,1.95,51.36,155.3,512.2,Vitrophyre
4145.5,1.89,54.17,150.38,504.21,Vitrophyre
4146,1.86,55.69,148.26,501.49,Vitrophyre
4146.5,1.87,55.22,147.9,502.04,Vitrophyre
4147,1.91,53.31,148.14,503,Vitrophyre
4147.5,1.95,51.08,148.55,501.51,Vitrophyre
4148,1.99,49.37,149.71,495.14,Vitrophyre
4148.5,2,48.35,151.18,483.7,Vitrophyre
4149,2.02,47.82,150.67,466.9,Vitrophyre
4149.5,2.02,47.86,145.62,443.69,Vitrophyre
4150,2,48.95,135.74,414.91,Vitrophyre
4150.5,1.95,51.27,126.85,389.74,Vitrophyre
4151,1.89,54.27,125.1,381.62,Vitrophyre
4151.5,1.85,56.66,131.63,395.56,Vitrophyre
4152,1.83,57.16,141.01,421.26,Vitrophyre
4152.5,1.87,55.43,148.13,444.36,Vitrophyre
4153,1.94,51.97,151.93,457.2,Vitrophyre
4153.5,2.02,47.9,153.91,460.5,Vitrophyre
4154,2.09,43.94,154.05,455.85,Vitrophyre
4154.5,2.17,40.22,151.78,444.75,Vitrophyre
4155,2.23,36.91,146.87,429.84,Vitrophyre
4155.5,2.27,35,141.49,413.27,Vitrophyre
4156,2.27,34.93,138.1,397.43,Vitrophyre
4156.5,2.25,35.85,137.94,386.84,Vitrophyre
4157,2.24,36.58,140.34,387.52,Vitrophyre
4157.5,2.23,36.71,143.62,401.5,Vitrophyre
4158,2.24,36.29,147.24,432.91,Vitrophyre
4158.5,2.26,35.52,152.31,491.14,Vitrophyre
4159,2.28,34.69,159.23,576.74,Vitrophyre
4159.5,2.29,33.99,167.02,664.35,Vitrophyre
4160,2.29,33.72,172.56,718.92,Vitrophyre
4160.5,2.29,33.9,174.82,730.37,Tuff
4161,2.28,34.42,174.91,721.71,Tuff
4161.5,2.27,34.78,174.87,715.43,Tuff
4162,2.26,35.25,175.39,714.66,Tuff
4164.5,2.2,38.35,183.27,682.72,Tuff
4165,2.22,37.33,180.79,690.53,Tuff
4165.5,2.24,36.4,175.67,693.3,Tuff
4166,2.25,36.08,169.75,687.81,Tuff
4166.5,2.24,36.46,165.18,678.19,Tuff
4167,2.23,36.89,163.37,667.47,Tuff
4167.5,2.23,36.98,162.83,657.05,Tuff
4168,2.24,36.57,162.56,647.05,Tuff
4168.5,2.25,35.76,161.64,639.82,Tuff
4169,2.27,34.88,160.88,636.42,Tuff
4169.5,2.27,34.54,160.05,636.06,Tuff
4170,2.26,35.21,159.3,639.8,Tuff
4170.5,2.23,36.73,157.33,648.21,Tuff
4171,2.19,38.72,155.14,663.86,Tuff
4171.5,2.16,40.74,154.43,683.89,Tuff
4172,2.13,42.25,156.7,703.98,Tuff
4173.5,2.19,38.98,168.06,738.23,Tuff
4174,2.25,35.76,169.27,740.67,Tuff
4174.5,2.3,32.99,167.52,738.62,Tuff
4175,2.34,31.48,163.66,734.1,Tuff
4175.5,2.33,31.65,160.8,731.87,Tuff
4176,2.31,32.98,160.58,734.22,Tuff
4176.5,2.27,34.81,162.15,741.83,Tuff
4177,2.25,36.11,163.21,752.31,Tuff
4177.5,2.24,36.39,163.48,763.41,Tuff
4178,2.26,35.59,163.6,770.63,Tuff
4178.5,2.28,34.21,163.8,773.28,Tuff
4179,2.31,32.96,164.23,772.27,Tuff
4179.5,2.32,32.33,165.39,769.03,Tuff
4180,2.32,32.56,168.63,764.3,Tuff
4182,2.31,32.81,181.61,761.2,Tuff
4182.5,2.31,32.76,182.85,773.02,Tuff
4183,2.3,33.48,183.07,784.03,Tuff
4183.5,2.29,34.07,182.77,790.99,Tuff
4184,2.3,33.43,181.59,796.74,Tuff
4184.5,2.33,31.61,181.03,806.59,Tuff
4185,2.38,29.43,182.05,822.97,Tuff
4185.5,2.41,27.91,184.67,837.27,Tuff
4187,2.41,27.7,190.46,802.34,Tuff
4187.5,2.4,28.18,185.95,784.23,Tuff
4188,2.38,28.99,178.68,777.65,Tuff
4188.5,2.36,29.98,171.55,785.57,Tuff
4189,2.36,30.28,167.15,804.54,Tuff
4189.5,2.38,29.36,165.58,826.23,Tuff
4190,2.41,27.88,166.54,839.94,Tuff
4190.5,2.43,26.78,169.62,844.1,Tuff
4191,2.43,26.59,172.94,846.68,Tuff
4191.5,2.43,26.69,174.64,854.48,Tuff
4192,2.43,26.69,174.28,861.83,Tuff
4192.5,2.43,26.73,173,861.91,Tuff
4193,2.42,26.99,171.81,855.18,Tuff
4193.5,2.42,27.25,171.29,849.82,Tuff
4195,2.46,24.94,178.63,879.89,Tuff
4195.5,2.48,24.03,181.55,893.02,Tuff
4196,2.49,23.79,183.97,902.43,Tuff
4196.5,2.47,24.55,185.41,911.28,Tuff
4197,2.44,26.18,185.5,919.98,Tuff
4197.5,2.4,28.08,184.12,927.07,Tuff
4198,2.37,29.56,181.71,930.33,Tuff
4198.5,2.36,30.17,178.97,930.32,Tuff
4199,2.37,29.97,175.95,927.15,Tuff
4199.5,2.38,29.32,174.41,920.66,Tuff
4200,2.39,28.73,175.02,911.89,Tuff
4200.5,2.4,28.4,176.33,906.4,Tuff
4201,2.4,28.25,176.54,907.45,Tuff
4201.5,0.001,0.001,175.89,912.01,Tuff
4202,0.001,0.001,177.51,912.84,Tuff
4202.5,0.001,0.001,181.24,908.69,Tuff
4203,0.001,0.001,184.71,905.02,Tuff
4203.5,0.001,0.001,185.57,907.74,Tuff
4204,0.001,0.001,184.91,916.57,Tuff
4204.5,0.001,0.001,184.27,927.3,Tuff
4205,0.001,0.001,184.33,936.96,Tuff
4205.5,0.001,0.001,184.49,945.54,Tuff
4206,0.001,0.001,184.26,953.96,Tuff
4206.5,0.001,0.001,183.47,962.29,Tuff
4207,0.001,0.001,181.97,968.17,Tuff
4207.5,0.001,0.001,181.07,970.89,Tuff
4208,0.001,0.001,180.72,971.43,Tuff
4208.5,0.001,0.001,180.86,970.99,Tuff
4209,0.001,0.001,180.75,969.07,Tuff
4209.5,0.001,0.001,181.36,964.88,Tuff
4210,0.001,0.001,183.06,961.06,Tuff
4210.5,0.001,0.001,184.49,960.64,Tuff
4211,0.001,0.001,184.34,962.5,Tuff
4211.5,0.001,0.001,182.56,963.97,Tuff
4212,0.001,0.001,181.31,964.29,Tuff
4212.5,0.001,0.001,181.44,961.8,Tuff
4213,0.001,0.001,183.56,954.93,Tuff
4213.5,0.001,0.001,186.36,943.97,Tuff
4214,0.001,0.001,189.21,935.42,Tuff
4214.5,0.001,0.001,190.97,932.74,Tuff
4215,0.001,0.001,191.28,933.52,Tuff
4215.5,0.001,0.001,189.99,932.18,Tuff
4216,0.001,0.001,187.85,926.81,Tuff
4216.5,0.001,0.001,186.12,918.73,Tuff
4217,0.001,0.001,185.25,912.78,Tuff
4217.5,0.001,0.001,184.96,913.15,Tuff
4218,0.001,0.001,185.89,919.69,Tuff
4218.5,0.001,0.001,187.46,926.68,Tuff
4219,0.001,0.001,189.21,926.79,Tuff
4219.5,0.001,0.001,188.58,916.5,Tuff
4221.5,0.001,0.001,176.42,825.68,Tuff
4222,0.001,0.001,177.87,812.6,Tuff
4222.5,0.001,0.001,179.63,806.07,Tuff
4223,0.001,0.001,181.34,808.72,Tuff
4223.5,0.001,0.001,183.5,822.46,Tuff
4224,0.001,0.001,185.53,840.13,Tuff
4224.5,0.001,0.001,185.62,848.34,Tuff
4225,0.001,0.001,183.92,845.87,Tuff
4225.5,0.001,0.001,182.24,847.99,Tuff
4226,0.001,0.001,182.46,871.16,Tuff
4226.5,0.001,0.001,184.05,911.65,Tuff
4227,0.001,0.001,185.39,949.75,Tuff
4227.5,0.001,0.001,185.29,965.79,Tuff
4228,0.001,0.001,183.47,951.77,Tuff
4228.5,0.001,0.001,179.76,915.43,Tuff
4229,0.001,0.001,174.87,877.78,Tuff
4229.5,0.001,0.001,170.38,862.37,Tuff
4230,0.001,0.001,168.28,871,Tuff
4230.5,0.001,0.001,168.4,882.89,Tuff
4231,0.001,0.001,169.19,877.17,Tuff
4231.5,0.001,0.001,169.05,855.08,Tuff
4232,0.001,0.001,168.59,832.87,Tuff
4232.5,0.001,0.001,169.75,822.11,Tuff
4233,0.001,0.001,174.03,824.63,Tuff
4233.5,0.001,0.001,181.28,838.58,Tuff
4234,0.001,0.001,188.33,863.39,Tuff
4234.5,0.001,0.001,191.54,899.4,Tuff
4235,0.001,0.001,190.32,945.12,Tuff
4235.5,0.001,0.001,187.53,994.27,Tuff
4236,0.001,0.001,185.99,1029.46,Tuff
4236.5,0.001,0.001,183.6,1022.84,Tuff
4237,0.001,0.001,178.56,951.28,Tuff
4237.5,0.001,0.001,171.58,822.43,Tuff
4238,0.001,0.001,166.52,682.89,Tuff
4238.5,0.001,0.001,165.86,596.26,Tuff
4239,0.001,0.001,169.72,600.99,Tuff
4239.5,0.001,0.001,176.71,684.93,Vitrophyre
4240,0.001,0.001,184.69,791.63,Vitrophyre
4240.5,0.001,0.001,190.91,857.83,Vitrophyre
4241,0.001,0.001,192.79,853.65,Vitrophyre
4241.5,0.001,0.001,188.96,792.67,Vitrophyre
4242,0.001,0.001,180.95,711.01,Vitrophyre
4242.5,0.001,0.001,171.78,639.01,Vitrophyre
4243,0.001,0.001,164.05,590.18,Vitrophyre
4243.5,0.001,0.001,157.77,562.27,Vitrophyre
4244,0.001,0.001,152.71,545.25,Vitrophyre
4244.5,0.001,0.001,148.95,529.69,Vitrophyre
4245,0.001,0.001,147.48,515.45,Vitrophyre
4245.5,0.001,0.001,147.4,507.53,Vitrophyre
4246,0.001,0.001,147.34,509.3,Vitrophyre
4246.5,0.001,0.001,146.47,513.02,Vitrophyre
4247,0.001,0.001,146.31,507.58,Vitrophyre
4247.5,0.001,0.001,149.5,502.27,Vitrophyre
4248,0.001,0.001,158.94,533.4,Vitrophyre
4248.5,0.001,0.001,173.36,631.2,Vitrophyre
4249,0.001,0.001,188.01,775.95,Vitrophyre
4249.5,0.001,0.001,198,911.16,Vitrophyre
4250,0.001,0.001,203.34,998.51,Vitrophyre
4250.5,0.001,0.001,207.14,1042.38,Vitrophyre
4251,0.001,0.001,209.05,1065.17,Vitrophyre
4251.5,0.001,0.001,208.22,1077.38,Vitrophyre
4252,0.001,0.001,204.49,1077.7,Vitrophyre
4252.5,0.001,0.001,201.21,1066.04,Vitrophyre
4253,0.001,0.001,199.88,1045.27,Vitrophyre
4253.5,0.001,0.001,199.52,1018.48,Vitrophyre
4254,0.001,0.001,197.68,980.8,Vitrophyre
4254.5,0.001,0.001,193.29,928.08,Vitrophyre
4255,0.001,0.001,187.07,862.13,Vitrophyre
4255.5,0.001,0.001,181.45,796.07,Vitrophyre
4256,0.001,0.001,176.01,739.54,Vitrophyre
4256.5,0.001,0.001,170.52,695.47,Vitrophyre
4257,0.001,0.001,163.96,661.39,Tuff
4257.5,0.001,0.001,157.44,634.59,Tuff
4258,0.001,0.001,151.21,613.05,Tuff
4258.5,0.001,0.001,145.03,592.59,Tuff
4259,0.001,0.001,139.83,571.26,Tuff
4259.5,0.001,0.001,135.33,549.39,Vitrophyre
4260,0.001,0.001,131.7,533.69,Vitrophyre
4260.5,0.001,0.001,127.18,533.08,Vitrophyre
4261,0.001,0.001,122.4,548.09,Vitrophyre
4261.5,0.001,0.001,119.71,566.72,Vitrophyre
4262,0.001,0.001,122.4,578.12,Vitrophyre
4262.5,0.001,0.001,131.84,586.97,Tuff
4263,0.001,0.001,145.06,608.25,Tuff
4263.5,0.001,0.001,158.04,644.02,Tuff
4264,0.001,0.001,166.56,676.03,Tuff
4264.5,0.001,0.001,169.13,679.53,Tuff
4265,0.001,0.001,164.15,644.04,Tuff
4265.5,0.001,0.001,152.2,583.52,Tuff
4266,0.001,0.001,135.67,525.6,Tuff
4266.5,0.001,0.001,119.76,493.62,Tuff
4267,0.001,0.001,109.43,489.76,Tuff
4267.5,0.001,0.001,107.02,502.24,Tuff
4268,0.001,0.001,111.48,518.98,Tuff
4268.5,0.001,0.001,118.71,537.75,Tuff
4269,0.001,0.001,124.83,557.13,Tuff
4269.5,0.001,0.001,127.29,570.58,Tuff
4270,0.001,0.001,127.7,572.36,Tuff
4270.5,0.001,0.001,128.06,564.24,Tuff
4271,0.001,0.001,129.95,554.31,Tuff
4271.5,0.001,0.001,131.66,545.22,Tuff
4272,0.001,0.001,131.73,540.4,Tuff
4272.5,0.001,0.001,130.86,545.45,Tuff
4273,0.001,0.001,130.76,565.01,Tuff
4273.5,0.001,0.001,131.63,589.97,Tuff
4274,0.001,0.001,131.45,602.03,Tuff
4274.5,0.001,0.001,129.8,591.64,Tuff
4275,0.001,0.001,127.44,568.13,Tuff
4275.5,0.001,0.001,124.85,552.87,Tuff
4276,0.001,0.001,120.84,559.63,Tuff
4276.5,0.001,0.001,116,584.44,Tuff
4277,0.001,0.001,112.71,611.59,Tuff
4277.5,0.001,0.001,112.16,628.85,Tuff
4278,0.001,0.001,113.32,633.51,Tuff
4278.5,0.001,0.001,114.36,625.02,Tuff
4279,0.001,0.001,114.76,606.06,Tuff
4279.5,0.001,0.001,114.47,584.67,Tuff
4280,0.001,0.001,114.29,576.93,Tuff
4280.5,0.001,0.001,115.04,592.4,Tuff
4281,0.001,0.001,116.85,625.53,Tuff
4281.5,0.001,0.001,118.37,657.58,Tuff
4282,0.001,0.001,119.38,669.28,Tuff
4282.5,0.001,0.001,119.9,654.75,Tuff
4283,0.001,0.001,120.36,626.88,Tuff
4283.5,0.001,0.001,120.16,603.8,Tuff
4284,0.001,0.001,119.93,596,Tuff
4284.5,0.001,0.001,120.6,600.19,Tuff
4285,0.001,0.001,123.35,607.26,Tuff
4285.5,0.001,0.001,127.77,609.77,Tuff
4286,0.001,0.001,131.53,601.69,Tuff
4286.5,0.001,0.001,132.11,585.37,Tuff
4287,0.001,0.001,129.89,567.97,Tuff
4287.5,0.001,0.001,127.19,559.54,Tuff
4288,0.001,0.001,125.65,563.14,Tuff
4288.5,0.001,0.001,124.04,573.17,Tuff
4289,0.001,0.001,122.04,580.29,Tuff
4289.5,0.001,0.001,120.21,576.17,Tuff
4290,0.001,0.001,119.39,560.02,Tuff
4290.5,0.001,0.001,119.59,537.01,Tuff
4291,0.001,0.001,121.13,515.19,Tuff
4291.5,0.001,0.001,123.64,499.52,Tuff
4292,0.001,0.001,126.21,491.8,Tuff
4292.5,0.001,0.001,126.7,492.08,Tuff
4293,0.001,0.001,125.63,499.77,Tuff
4293.5,0.001,0.001,124.16,509.92,Tuff
4294,0.001,0.001,124.67,518.08,Tuff
4294.5,0.001,0.001,127.49,523,Tuff
4295,0.001,0.001,132.12,531.82,Tuff
4295.5,0.001,0.001,136.86,549.36,Tuff
4296,0.001,0.001,140.51,575.56,Tuff
4296.5,0.001,0.001,141.68,607.25,Tuff
4297,0.001,0.001,141.59,644.54,Tuff
4297.5,0.001,0.001,141.78,689.01,Tuff
4298,0.001,0.001,144.36,734.48,Tuff
4298.5,0.001,0.001,148.06,770.21,Tuff
